climbRate,Sgz,p,q,curRoll,absRoll,diffClb,diffRollRate,diffDiffClb,SaTime1,SaTime2,SaTime3,SaTime4,diffSaTime1,diffSaTime2,diffSaTime3,diffSaTime4,Sa
-317,7,-0.32,0.14,-0.7,-7,-15,0.002,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
-45,-18,0.2,-0.05,-1.1,-7,6,0.007,-0.1,-0.0004,-0.0003,-0.0003,-0.0003,-0.0001,0.0,0.0,0.0,-0.0003
213,-2,0.05,-0.01,0.5,-5,1,-0.005,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-141,4,-0.22,0.13,0.3,-6,-14,-0.008,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
-22,-3,-0.21,-0.13,-0.4,-6,11,0.003,0.4,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
92,1,-0.12,0.01,-0.8,-7,0,0.003,-0.3,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
135,6,0.1,-0.01,-0.9,-7,2,0.008,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
3,9,0.27,0.1,-0.5,-6,-11,0.007,0.5,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
-515,-7,0.16,0.14,0.5,-6,-15,-0.006,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
-526,-30,0.06,-0.06,0.7,-5,4,-0.005,0.6,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-478,-38,0.03,-0.05,0.8,-5,5,-0.003,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-278,-52,-0.03,-0.1,0.8,-5,10,-0.003,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
377,-52,0.01,-0.26,0.8,-5,28,0.001,0.2,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
-130,-20,-0.04,0.16,0.7,-5,-17,-0.002,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-238,-35,-0.25,0.01,0.3,-6,0,-0.008,-0.2,-0.0004,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
277,-37,-0.02,-0.28,-0.2,-6,28,0.012,0.6,-0.0002,-0.0002,-0.0002,-0.0002,0.0,0.0,0.0,0.0,-0.0002
54,-11,0.22,0.11,0.7,-5,-12,0.0,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
32,-11,0.22,0.11,0.7,-5,-12,0.0,-0.1,-0.0004,-0.0003,-0.0003,-0.0003,-0.0001,0.0,0.0,0.0,-0.0003
-36,-15,-0.08,0.01,1.3,-5,-1,-0.005,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
271,-4,-0.21,-0.05,0.4,-6,5,-0.001,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-101,9,-0.22,0.09,-0.9,-7,-10,0.001,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-167,-2,0.07,0.02,-1.2,-7,-2,0.007,0.0,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
152,-5,0.26,-0.19,-0.8,-7,22,0.008,-0.8,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
236,16,0.35,0.03,0.8,-5,-4,-0.004,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0.0,0.0,0.0,-0.0004
224,18,0.34,0.04,0.9,-5,-4,-0.006,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0001,0.0,-0.0004
229,22,0.19,-0.08,1.3,-5,9,-0.016,0.8,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
-237,26,-0.16,0.32,1.3,-5,-32,-0.014,-0.4,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
-329,3,-0.45,-0.05,0.2,-6,7,-0.006,-0.4,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
202,-5,-0.15,-0.07,-1.9,-8,9,0.007,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
150,9,0.16,0.05,-1.9,-8,-4,0.007,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0.0,0.0,0.0,-0.0004
-91,12,0.2,0.07,-0.9,-7,-6,-0.005,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0001,0.0,-0.0005
-135,5,-0.02,0.02,-0.6,-6,-1,-0.007,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
-90,-2,0.03,-0.02,-0.6,-6,2,0.004,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
60,-3,0.15,-0.08,-0.4,-6,9,0.006,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
18,3,0.26,0.05,0.6,-5,-5,-0.002,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0.0,0.0,0.0,-0.0004
-307,-11,-0.12,0.06,1.1,-5,-7,-0.007,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-319,-28,-0.25,0.0,0.5,-5,1,-0.004,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-279,-33,-0.26,-0.31,0.3,-6,15,0.001,4.9,-0.0003,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
466,-29,-0.03,-0.24,-0.2,-6,28,0.009,0.0,-0.0002,-0.0002,-0.0002,-0.0002,0.0,0.0,0.0,0.0,-0.0002
711,-7,0.13,-0.06,-0.1,-6,5,0.007,1.2,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
150,45,0.16,0.11,1.3,-5,-13,-0.005,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-336,41,-0.01,0.2,1.6,-4,-22,-0.012,-0.4,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
-503,13,-0.39,0.02,0.9,-5,-2,-0.009,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
-375,-28,-0.12,-0.03,-0.8,-7,4,0.009,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
-9,-36,0.12,-0.22,-0.9,-7,29,0.013,-1.3,-0.0002,-0.0002,-0.0002,-0.0002,0.0,0.0,0.0,0.0,-0.0002
464,-27,0.18,-0.16,-0.5,-6,19,-0.002,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
201,-4,-0.05,0.21,-0.2,-6,-22,-0.009,-0.4,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
-140,-4,0.01,0.1,-0.3,-6,-11,0.004,0.2,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
18,-8,0.1,-0.12,-0.2,-6,21,0.005,-2.2,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
197,6,0.07,0.0,0.4,-6,1,-0.003,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-52,11,0.06,0.11,0.5,-5,-13,-0.002,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-335,4,-0.09,0.13,0.5,-5,-14,-0.008,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
-420,-15,-0.23,0.01,0.1,-6,0,-0.005,0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
736,2,-0.13,-0.11,-1.8,-8,13,0.007,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
878,21,-0.02,-0.07,-1.9,-8,6,0.008,0.3,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
-321,70,0.16,0.19,-0.6,-7,-21,-0.003,0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-497,60,0.17,0.06,-0.4,-6,-2,0.002,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-501,58,0.18,0.09,-0.4,-6,-4,0.002,-1.2,-0.0004,-0.0004,-0.0004,-0.0004,-0.0002,0.0,0.0,0.0,-0.0004
-296,37,0.07,-0.1,0.1,-6,12,-0.006,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
-163,33,0.02,-0.19,0.1,-6,18,-0.005,1.4,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
-125,33,0.02,-0.17,0.1,-6,19,-0.005,0.5,-0.0005,-0.0005,-0.0005,-0.0005,-0.0001,0.0,0.0,0.0,-0.0005
-7,32,-0.03,-0.08,0.1,-6,3,-0.003,0.9,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-531,14,-0.15,0.13,-0.5,-6,-14,-0.002,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-41,-36,0.17,-0.07,-0.9,-7,9,0.006,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,-0.0001,0.0,0.0,0.0,-0.0003
35,-31,-0.08,0.01,0.1,-6,0,-0.003,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
284,-20,-0.13,-0.05,-0.5,-6,6,-0.001,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
365,20,0.09,0.01,-0.9,-7,1,0.004,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
7,30,0.2,0.19,-0.5,-6,-20,0.004,-0.4,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
-69,30,0.22,0.17,-0.5,-6,-20,0.003,0.2,-0.0004,-0.0004,-0.0004,-0.0003,0.0,0.0,-0.0002,0.0,-0.0003
-449,18,0.13,0.13,0.1,-6,-14,-0.005,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
256,-25,-0.14,-0.05,-0.8,-7,6,0.001,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-13,-12,0.14,0.11,-0.9,-7,-12,0.007,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
-151,-17,0.34,0.04,-0.3,-6,-4,0.006,0.1,-0.0003,-0.0003,-0.0003,-0.0003,-0.0002,0.0,0.0,0.0,-0.0003
-150,-26,0.31,0.0,1.0,-5,1,-0.004,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-79,-28,0.25,-0.12,1.3,-5,15,-0.008,0.7,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
177,-27,0.15,-0.14,1.6,-4,18,-0.008,-0.9,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
467,-18,-0.06,-0.15,1.7,-4,16,-0.013,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
573,-9,-0.16,0.13,1.6,-4,-5,-0.011,-4.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
460,6,-0.31,0.07,1.3,-5,-10,-0.009,0.3,-0.0004,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
168,30,-0.26,0.07,-0.2,-6,-7,0.003,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-218,31,-0.17,0.23,-0.7,-7,-25,0.006,0.5,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
-209,19,0.06,-0.11,-0.8,-7,24,0.013,-3.0,-0.0002,-0.0002,-0.0002,-0.0002,0.0,0.0,-0.0001,0.0,-0.0002
39,17,0.14,-0.04,-0.5,-6,7,0.001,-0.4,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0.0,0.0,0.0,-0.0004
-153,17,0.01,0.16,-0.3,-6,-14,-0.009,-0.4,-0.0004,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
-240,15,-0.01,0.11,-0.3,-6,-15,0.002,0.4,-0.0003,-0.0003,-0.0003,-0.0004,0.0,0.0,0.0001,0.0,-0.0004
-415,9,0.05,0.2,-0.3,-6,-22,0.004,-0.8,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
-129,-35,0.14,-0.06,0.6,-5,7,-0.001,-0.1,-0.0004,-0.0003,-0.0003,-0.0003,-0.0001,0.0,0.0,0.0,-0.0003
-88,-36,0.12,0.04,0.7,-5,6,-0.006,-0.9,-0.0005,-0.0005,-0.0005,-0.0004,0.0,0.0,-0.0001,0.0,-0.0004
178,-35,-0.18,-0.09,0.6,-5,10,-0.009,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
218,-33,-0.21,-0.09,0.5,-5,10,-0.008,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0001,0.0,-0.0005
285,7,0.04,0.01,-0.6,-6,0,0.003,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-324,9,0.14,0.13,0.1,-6,-14,0.001,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
4,-8,0.16,-0.12,0.7,-5,12,-0.001,0.1,-0.0004,-0.0003,-0.0003,-0.0003,-0.0002,0.0,0.0,0.0,-0.0003
139,-6,0.09,-0.1,0.9,-5,10,-0.008,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
92,10,-0.32,0.03,0.0,-6,-3,-0.004,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
88,10,-0.32,0.03,-0.1,-6,-3,-0.004,0.0,-0.0004,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
-175,7,-0.12,0.07,-1.2,-7,-7,0.006,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
31,1,0.25,-0.07,-0.9,-7,8,0.009,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
-330,-6,0.33,0.13,0.5,-6,-14,-0.003,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-407,-14,0.3,-0.32,0.8,-5,13,-0.002,5.7,-0.0004,-0.0003,-0.0003,-0.0003,-0.0002,0.0,0.0,0.0,-0.0003
62,-21,0.03,-0.14,1.3,-5,15,-0.012,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
355,22,-0.28,0.02,-1.5,-7,0,0.008,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-320,27,0.25,0.13,-1.5,-7,-13,0.007,0.0,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
-80,12,0.39,-0.1,-0.4,-6,12,0.002,-0.3,-0.0004,-0.0003,-0.0003,-0.0003,-0.0002,0.0,0.0,0.0,-0.0003
370,23,0.11,-0.09,0.9,-5,10,-0.008,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
-134,41,-0.47,0.09,-0.8,-7,-9,0.002,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-96,23,0.32,0.0,-1.6,-7,2,0.011,-0.1,-0.0004,-0.0003,-0.0003,-0.0003,-0.0001,0.0,-0.0002,0.0,-0.0003
-268,7,-0.1,0.05,-0.7,-7,-4,-0.009,0.0,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
152,1,0.01,-0.15,-1.0,-7,18,0.006,-0.3,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
284,11,0.08,0.03,-0.8,-7,0,0.002,-0.4,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-434,9,0.0,0.15,-0.3,-6,-17,-0.009,0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
-19,-25,-0.16,-0.09,-1.0,-7,10,-0.001,-0.1,-0.0004,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
-27,-20,0.13,0.03,0.5,-6,-3,-0.005,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-16,-21,0.08,-0.05,0.6,-5,6,-0.005,0.4,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
66,-19,-0.24,-0.02,0.4,-6,2,-0.011,0.0,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
71,-19,-0.26,-0.02,0.3,-6,2,-0.011,0.0,-0.0005,-0.0006,-0.0006,-0.0006,0.0001,0.0,0.0,0.0,-0.0006
79,-18,-0.29,0.05,0.2,-6,2,-0.005,-0.5,-0.0003,-0.0004,-0.0004,-0.0005,0.0001,0.0,0.0001,0.0,-0.0005
-23,-16,0.01,0.05,-0.3,-6,-5,0.011,0.0,-0.0002,-0.0002,-0.0002,-0.0002,0.0,0.0,0.0,0.0,-0.0002
-38,-20,0.22,0.01,0.7,-5,-1,0.001,-0.1,-0.0004,-0.0004,-0.0004,-0.0003,-0.0001,0.0,-0.0001,0.0,-0.0003
364,4,-0.11,-0.05,1.1,-5,5,-0.002,0.0,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
396,10,-0.12,0.06,1.0,-5,-3,-0.002,-1.5,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-223,20,-0.51,0.17,-0.3,-6,-18,-0.008,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
-337,11,-0.56,0.01,-1.2,-7,7,-0.001,-0.7,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
-257,5,-0.48,-0.14,-1.8,-8,15,0.013,1.4,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
-88,1,-0.2,-0.08,-2.4,-8,9,0.019,0.5,-0.0002,-0.0002,-0.0002,-0.0002,0.0,0.0,0.0,0.0,-0.0002
-163,-4,0.2,0.08,-2.3,-8,-7,0.008,0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
77,-11,0.54,-0.06,-0.5,-6,7,0.006,0.0,-0.0003,-0.0003,-0.0003,-0.0003,-0.0002,0.0,-0.0001,0.0,-0.0003
111,-9,0.52,0.18,0.1,-6,-8,-0.005,-3.6,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-165,-10,0.29,0.15,0.9,-5,-19,-0.017,0.5,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
-109,-32,-0.41,-0.02,0.2,-6,3,-0.006,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
329,-19,0.08,-0.04,-1.5,-7,6,0.007,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
150,2,0.38,0.07,-0.5,-6,-7,0.005,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
-129,3,0.35,0.15,0.4,-6,-15,-0.005,-0.3,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-253,-5,0.27,0.05,1.0,-5,-3,-0.006,-1.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-265,-7,0.25,0.02,1.1,-5,-4,-0.006,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-101,-29,-0.46,-0.02,0.1,-6,2,-0.006,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
121,-29,-0.24,-0.03,-1.8,-8,5,0.007,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-47,-24,0.37,0.09,-1.4,-7,-7,0.006,-0.4,-0.0004,-0.0004,-0.0004,-0.0003,0.0,0.0,-0.0001,0.0,-0.0003
-142,-26,0.37,0.09,-1.0,-7,-10,-0.003,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
75,-32,0.27,-0.09,0.4,-6,10,-0.005,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
165,-29,0.26,-0.06,0.7,-5,4,0.003,0.0,-0.0004,-0.0003,-0.0003,-0.0003,-0.0002,0.0,0.0,0.0,-0.0003
212,-21,-0.09,0.01,1.0,-5,0,-0.017,-0.2,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
74,-15,-0.36,0.09,0.6,-5,-13,-0.015,1.0,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
-4,-15,-0.5,-0.01,-0.1,-6,5,-0.008,0.3,-0.0005,-0.0006,-0.0006,-0.0006,0.0001,0.0,0.0,0.0,-0.0006
124,-13,-0.34,-0.04,-1.3,-7,5,0.008,0.0,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
70,-9,-0.17,0.06,-1.8,-8,-7,0.01,0.7,-0.0003,-0.0003,-0.0003,-0.0003,0.0001,0.0,0.0,0.0,-0.0003
-82,-9,0.08,0.11,-1.9,-8,-13,0.016,0.5,-0.0002,-0.0002,-0.0002,-0.0002,0.0,0.0,0.0,0.0,-0.0002
-130,-13,0.32,0.03,-1.5,-7,1,0.012,-0.9,-0.0003,-0.0002,-0.0002,-0.0002,-0.0001,0.0,0.0,0.0,-0.0002
-22,-16,0.44,-0.04,-0.4,-6,5,0.001,0.1,-0.0004,-0.0004,-0.0004,-0.0003,0.0,0.0,-0.0002,0.0,-0.0003
107,-13,0.11,-0.02,1.0,-5,2,-0.009,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
-135,-12,-0.17,0.1,0.9,-5,-11,-0.008,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
190,-14,0.0,-0.04,-0.4,-6,5,0.003,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
-202,-9,-0.02,0.03,0.2,-6,-3,-0.002,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
156,-15,0.09,-0.04,0.6,-5,4,0.0,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
-204,-14,-0.24,0.04,-0.7,-7,-4,0.001,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
251,-13,0.27,-0.03,-0.1,-6,4,0.001,-0.1,-0.0004,-0.0004,-0.0004,-0.0003,-0.0001,0.0,-0.0001,0.0,-0.0003
206,-3,0.17,0.05,0.5,-5,-5,-0.006,-0.3,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-75,2,-0.15,0.12,0.6,-5,-14,-0.013,-0.2,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
-148,-3,-0.29,0.03,0.3,-6,3,-0.008,-1.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
176,-4,0.08,-0.03,-1.6,-7,4,0.007,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
138,2,0.21,0.06,-1.4,-7,-10,0.009,0.9,-0.0004,-0.0003,-0.0003,-0.0003,-0.0002,0.0,0.0,0.0,-0.0003
-99,3,0.17,0.11,-0.9,-7,-12,-0.004,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
-212,-4,0.14,0.05,-0.6,-6,-5,-0.002,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
154,-15,-0.11,-0.02,-0.6,-6,3,-0.001,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
162,-12,-0.11,0.09,-0.7,-7,-5,-0.001,-1.5,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-168,-12,0.05,0.09,-0.8,-7,-10,0.004,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-65,-24,0.2,-0.03,-0.2,-6,4,0.002,-0.1,-0.0004,-0.0003,-0.0003,-0.0003,-0.0001,0.0,0.0,0.0,-0.0003
-143,-28,0.09,0.04,0.4,-6,-5,-0.005,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-123,-34,0.0,-0.03,0.5,-5,2,-0.005,0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-113,-39,-0.3,0.02,0.2,-6,-1,-0.013,-0.2,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
46,-41,-0.46,-0.01,-1.1,-7,8,0.004,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
19,-40,-0.3,0.05,-2.0,-8,-4,0.008,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-77,-40,-0.13,0.08,-2.3,-8,-9,0.012,0.5,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
125,-39,0.35,-0.02,-1.2,-7,3,0.002,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0.0,0.0,0.0,-0.0004
